personLabel	aliasLabel
George Sutherland-Leveson-Gower, 2nd Duke of Sutherland	
Emilio De Bono	
Leonard Darwin	
Adolf Wuschik	
William Rowley	Admiral Sir William Rowley
Andrew Adonis, Baron Adonis	
Thomas Chaucer	
Toney Anaya	
Adriano do Nascimento	
Han Changfu	
Ferenc Kárpáti	Ferenc Karpati
Nan Wood Honeyman	Nan Honeyman
Bülent Ulusu	Saim Bülent Ulusu
Janko Kráľ	Janko Kral
Prince Augustus Frederick, Duke of Sussex	Augustus Frederick of Great Britain
Prince Augustus Frederick, Duke of Sussex	Augustus Frederick of the United Kingdom
Prince Augustus Frederick, Duke of Sussex	H.R.H. Prince Augustus Frederick
Prince Augustus Frederick, Duke of Sussex	Prince Augustus Frederick
Prince Augustus Frederick, Duke of Sussex	Prince Augustus Frederick of Great Britain
Tito Okello	Tito Lutwa Okello
Adriano Imfeld	
Mikhail Ulyanov	Mikhail Aleksandrovich Ulyanov
Mikhail Ulyanov	Mikhail Alexandrovich Ulyanov
Thomas M. Bowen	Thomas Mead Bowen
David Holmes	
Antonio José Martínez	Antonio Jose Martinez
Thomas Dudley	
Wang Sanyun	
José Gregorio Salazar	Jose Gregorio Salazar
Svetozar Marković	
Antonio José Martínez	Antonio Jose Martin
Antonio José Martínez	Antonio José Martín
Jean-Mathieu-Philibert Sérurier	Jean-Mathieu-Philibert Serurier
Adriano Cavadini	
Nan Wood Honeyman	Nan Wood
Adrianus Cornelis de Bruijn	A.C. de Bruijn
Jerzy Wenderlich	Jerzy Jan Wenderlich
William Reynolds Archer	
Andris Ameriks	
William Ballard Preston	
John Montagu Douglas Scott, 7th Duke of Buccleuch	John Scott
Lord Frederick Cavendish	Lord Frederick Charles Cavendish
Lord Frederick Cavendish	Rt. Hon. Lord Frederick Charles Cavendish
John Montagu Douglas Scott, 7th Duke of Buccleuch	John Montagu Douglas Scott
Ann Winterton	
Adelheid Steinmann	
William Montagu Douglas Scott, 6th Duke of Buccleuch	Earl of Dalkeith
Shi Yongxin	Liu Yingcheng
Lambert II of Spoleto	Lambert, King of Italy
Lambert II of Spoleto	Lamberto da Spoleto
Shi Yongxin	Yongxin
Feargus O'Connor	Feargus Edward O'Conner
Feargus O'Connor	Feargus Edward O'Connor
Feargus O'Connor	Feargus Oconnor
John Montagu Douglas Scott, 7th Duke of Buccleuch	Hon. John Charles Montagu Douglas Scott
John Montagu Douglas Scott, 7th Duke of Buccleuch	Hon. John Montagu Douglas Scott
John Montagu Douglas Scott, 7th Duke of Buccleuch	John Buccleuch
John Montagu Douglas Scott, 7th Duke of Buccleuch	John Charles Montagu Douglas Scott, 7th Duke of Buccleuch and 9th Duke of Queensberry
John Montagu Douglas Scott, 7th Duke of Buccleuch	John Charles Montagu-Douglas-Scott
John Montagu Douglas Scott, 7th Duke of Buccleuch	John Montagu Douglas Scott, 7th Duke of Buccleuch and 9th Duke of Queensberry
John Montagu Douglas Scott, 7th Duke of Buccleuch	Lord John Charles Montagu Douglas Scott
John Montagu Douglas Scott, 7th Duke of Buccleuch	Lord John Montagu Douglas Scott
William Montagu Douglas Scott, 6th Duke of Buccleuch	Lord Buccleuch
William Montagu Douglas Scott, 6th Duke of Buccleuch	William Henry Walter Montagu-Douglas-Scott
George Pearce	George Foster Pearce
George Pearce	Sir George Foster Pearce
George Pearce	Sir George Pearce
George Elphinstone	Lord Keith
John Burns	John Elliot Burns
Adelheid Schreiner	
Adolf Ziegler	
Roger Sherman	
Luis Orgaz Yoldi	
William Adamson	
Alexander Mountbatten, 1st Marquess of Carisbrooke	Alexander Albert Mountbatten
Alexander Mountbatten, 1st Marquess of Carisbrooke	Prince Alexander of Battenberg
Henry Petty-Fitzmaurice, 5th Marquess of Lansdowne	Henry Charles Keith Petty-Fitzmaurice, 5th Marquess of Lansdowne
Henry Petty-Fitzmaurice, 5th Marquess of Lansdowne	Henry Petty-Fitzmaurice
Henry Petty-Fitzmaurice, 5th Marquess of Lansdowne	Henry, fifth Marquis of Lansdowne
James Erskine, 14th Earl of Mar	James Thorne Erskine, 14th Earl of Mar
Andrew of Hungary	Andrew Arpád
G. M. C. Balayogi	Ganti Mohana Chandra Balayogi
Gunnar Helén	Gunnar Helen
Aqila al-Hashimi	
Juan Luis Beigbeder y Atienza	
Riyad Farid Hijab	
Henry Cromwell	
Alan Brooke, 3rd Viscount Brookeborough	Alan Henry Brooke, 3rd Viscount Brookeborough
Akira Matsu	Matsu Akira
Douglas Hurd	Douglas Richard Hurd, Baron Hurd of Westwell
Adolf Wilhelm Rothley	
Adolf Wilhelm Zander	
Mirko Cro Cop	Mirko Filipovic
Howard Dean	Howard Brush Dean III
Philip Snowden, 1st Viscount Snowden	
Lambert II of Spoleto	Lambertus
William Lyne Wilson	William L. Wilson
Terry Davis	Terence Anthony Gordon Davis
Hugh Gaitskell	Hugh Todd Naylor Gaitskell
Hugh Gaitskell	Rt. Hon. Hugh Todd Naylor Gaitskell
Takenori Kanzaki	
Huang Xiaojing	
Peter I of Armenia	
William Cavendish, 2nd Duke of Devonshire	
Juan de la Cierva	Juan de la Cierva Codorníu
Antonio Aldini	
Marco Schank	
Adolf von Achenbach	
Dorjee Khandu	
Laxminarayan Pandey	
Helena Kennedy, Baroness Kennedy of The Shaws	Helena Kennedy
William Lyne Wilson	W. L. Wilson
Helena Kennedy, Baroness Kennedy of The Shaws	Baroness Helena Kennedy QC
Helena Kennedy, Baroness Kennedy of The Shaws	Baroness Kennedy of the Shaws
Helena Kennedy, Baroness Kennedy of The Shaws	Helena Ann Kennedy, Baroness Kennedy of The Shaws
Ahmed Benbitour	
Ahmed Niyazi Bey	
Ernie Chambers	Ernest Chambers
Sir John Sinclair, 1st Baronet	Sinclair
Matthew Parris	Matthew Francis Parris
Sir John Sinclair, 1st Baronet	John Sinclair
Adele Agnes Lisette Reiche	
Adele Obermayr	
Jacques Isorni	
Hugh Cecil, 1st Baron Quickswood	Hugh Cecil
Michael Jeffery	Major General Michael Jeffery AC CVO MC
Michael Jeffery	Philip Michael Jeffery
Sir John Sinclair, 1st Baronet	Sir John Sinclair
Donald Gorrie	Donald Cameron Easterbrook Gorrie
José María Avilés Pareja	Jose Maria Aviles Pareja
Lord Charles Wellesley	Charles Wellesley
Lord Charles Wellesley	Major-General Lord Charles Wellesley
Yakubu Gowon	Yakubu Jack Gowon
Ahmed Balafrej	Ahmad Balafrej
Anastasio Bustamante	Anastasio Bustamante y Oseguera
Bob Avakian	Robert Avakian
Bob Avakian	Robert Bruce Avakian
Ernie Chambers	Ernest W. Chambers
Ernie Chambers	Ernest William Chambers
Sir John Sinclair, 1st Baronet	John, Sir Sinclair
A.F.Th. van der Heijden	A. F. Th. van der Heijden
A.F.Th. van der Heijden	Adri van der Heijden
A.F.Th. van der Heijden	Adrianus Franciscus Theodorus van der Heijden
Robert W. Miers	Robert Walter Miers
Ahmed Bey ben Mohamed Chérif	Ahmed Bey ben Mohamed Cherif
Ahmed Bey ben Mohamed Chérif	Ahmed Bey ben Mohamed Sherif
Prince Adolf of Auersperg	Adolph Charles of Auersperg
Thomas Brisbane	General Sir Thomas Makdougall-Brisbane, 1st Bt.
Adolf von Nickel	
Richard Edmund Lyng	
Ahmed Mohamed ag Hamani	
Ahmed Osman	
Richard Whittington	Dick Whittington
Richard Whittington	Sir Richard Whittington
Frederick Ballantyne	Sir Frederick Ballantyne
Frederick Ballantyne	Sir Frederick Nathaniel Ballantyne
Prince Philippe, Count of Paris	Louis-Philippe Albert d'Orléans
Prince Philippe, Count of Paris	Louis-Philippe-Albert d' Orléans
Juan Carlos Wasmosy	Juan Carlos Wasmosy Monti
Vuk Branković	Vuk Brankovic
Adelheid Fürntrath-Moretti	
Leonardo Bianchi	
John Wodehouse, 3rd Earl of Kimberley	John Wodehouse
Adolf von Bennigsen	
Ahmed Muhtar Pasha	
Clayton Keith Yeutter	
Alexandre Kojève	Alexandre Kojeve
Ahmed Barzani	Ahmed Mohammad Barzani
John Wodehouse, 3rd Earl of Kimberley	John Kimberley
John Wodehouse, 3rd Earl of Kimberley	John Wodehouse, Lord Wodehouse
Namık Kemal	
Gordon Hewart, 1st Viscount Hewart	
Adelheid Praher	
Bouasone Bouphavanh	
Sadiq Khan	Sadiq Aman Khan
George Peabody Gooch	
Adelheid Hirschbichler	
Antonio Salandra	
Adolf Wilhelm Hans von Königsmarck	
Ahmed Attaf	
Adolf von Massow	
Adolf von Oldenburg	
Amable Jodoin	
Adele Schreiber	Adele Georgina Schreiber-Krieger
Adele Schreiber	Adele Georgine Krieger
Adele Schreiber	Adele Georgine Schreiber
Adele Schreiber	Adele Krieger
Alexander Potresov	A. N. Potresov
Alexander Potresov	Aleksander Nikolalevich Potresov
Alexander Potresov	Aleksandr Nikolayevich Potresov
Alexander Potresov	Alexander Nikolayevich Potresov
Thomas Brisbane	Sir Thomas Macdougall Brisbane
William Clark	Gen. William Clark
Odvar Nordli	
Ahmed Marcouch	
Ahmed Shobair	
Sanzo Nosaka	Nosaka Tetsu
Sanzo Nosaka	Okano Susumu
Fusae Ōta	
Reginald Brett, 2nd Viscount Esher	
Ahmad Fathi Sorour	
Adolf von Engel	Adolf Maria Ludwig von Engel
Don Getty	Donald Ross Getty
Roméo Dallaire	Romeo Antonius Dallaire
Roméo Dallaire	Roméo Antonius Dallaire
Roméo Dallaire	Romeo Dallaire
Ahmet Cevdet Pasha	Ahmed Cevdet Pasha
Mitch McConnell	Addison Mitchell McConnell III
Mitch McConnell	Addison Mitchell McConnell Jr.
Mitch McConnell	Addison Mitchell McConnell, Jr.
Ahmed Darwish	Ahmed Mahmoud Darwish
Ahmed Rıza	Ahmet Rıza Bey
Keith Bradley, Baron Bradley	Keith John Charles Bradley, Baron Bradley
Ahmed Hussein al-Ghashmi	Ahmad bin Hussein al-Ghashmi
Ahmed Tidiane Souaré	Ahmed Tidiane Souare
Michael Wills	Michael David Wills, Baron Wills
Adolf Wächter	
Elias Nelson Conway	
Tadeusz Motowidło	
Ahmadu Bello	
Mark Andrews	
John Pope	
Thomas Norton	
Sir William Stirling-Maxwell, 9th Baronet	Sir William Stirling
Sir William Stirling-Maxwell, 9th Baronet	Sir William Stirling Maxwell
Sir William Stirling-Maxwell, 9th Baronet	Sir William Stirling-Maxwell
Sir William Stirling-Maxwell, 9th Baronet	Stirling-Maxwell
Sir William Stirling-Maxwell, 9th Baronet	Stirling-Maxwell, William
Sir William Stirling-Maxwell, 9th Baronet	William Stirling
Sir William Stirling-Maxwell, 9th Baronet	William Stirling-Maxwell
John Lyng	John Daniel Lyng
John Pym	Worthy member of the House of Commons,
Richard Petty	Richard Lee Petty
Richard Petty	The King
Timo Soini	Timo Juhani Soini
John Seymour	
Ahmed Dogan	Ahmed Demir Dogan
Ahmed Kathrada	Ahmed Mohamed Kathrada
Ahmed Maher	
Ahmed Aboutaleb	
Ahmed Dini Ahmed	
Ahmed Dlimi	
Ahmed El-Leithy	
Ahmed Ezz	
Mark Saville, Baron Saville of Newdigate	Mark Oliver Saville, Baron Saville of Newdigate
Adelino Castelo David	Adelino Santiago Castelo David
Alexander M. Hardy	Alexander Merrill Hardy
Ahmad Maher	
Benjamin Gratz Brown	
Ali Mohammed Ghedi	Ali Mohamed Gedi
Ali Mohammed Ghedi	Ali Mohammed Gedi
Ahmed Laraki	Ahmed Moulay Laraki
Ahmed Abdallah	Abdallah Abderamane Ahmed
Ahmed Abdallah	Ahmed Abdallah Abderemane
Adelheid Rupp	
Adolf von Hertenstein	
Adolf Warski	
Franklin Davenport	
Arthur Capper	
Magdaléna Vášáryová	Magda Vášáryová
Thomas Andrews	Thomas Hiram Andrews
Tertius Zongo	
Adolf von Daniel	
James Thomas Milton Anderson	
Marek Biernacki	
Adelrich Danioth	
Adolf von Kleinsorgen	
Adolf Wedderwille	
Archibald Yell	
Ferdinand Adolf von Ende	
Väinö E. Jokinen	
Ahmed Vefik Pasha	Ahmet Vefik Pasha
Adolf zu Dohna-Schlodien	
Ahmet Kurtcebe Alptemoçin	
Sakae Ōba	
Prince Adolf zu Hohenlohe-Ingelfingen	Adolf
Charles Montagu-Scott, 4th Duke of Buccleuch	Charles Montagu-Scott
Kazuo Shii	Shii Kazuo
Nigel Waterson	Nigel Christopher Waterson
Ahmad Radhi	Ahmed Radhi Amaiesh Al-Salehi
Dariga Nazarbayeva	Dariga Nursultanova Nazarbayeva
Dariga Nazarbayeva	Dariga Nursultanqyzy Nazarbayeva
Adolf von Goppelt	
Adolf von Stählin	
Manuel Felipe Rugeles	
Ferenc Glatz	
Joachim Brudziński	
Muhammad Mustafa Mero	
Musa Inuwa	
Winfield Scott	Old Fuss and Feathers
Ahmet Hamdi Tanpınar	Ahmet Hamdi
Chris Carter	Christopher Joseph Carter
Jean-Louis-Ernest Meissonier	Meissonier
Brooke Claxton	Brian Brooke Claxton
Toshiko Hamayotsu	HAMAYOTSU Toshiko
Toshiko Hamayotsu	TAKAHASHI Toshiko
Steve Preston	Steven Preston
Jean-Louis-Ernest Meissonier	Messonier
Jean-Louis-Ernest Meissonier	Meissonnier
Lionel Sackville, 1st Duke of Dorset	Lionel Cranfield Sackville, Duke of Dorset
Quintus Aurelius Symmachus	Symmachus
Cyril Smith	Sir Cyril Richard Smith
Herbert S. Walters	Herbert Sanford Walters
Robert Wynne	Robert John Wynne
Jean-Louis-Ernest Meissonier	Ernest Meissonier
Adolf Grote	
Ahmed Ounaies	
Ahmad Sanjar	Sanjar
Ahmad Sanjar	Sultan Sanjar
John Rutherfurd	John Rutherford
Ahmed bin Rashid Al Maktoum	Maktoum
Khalid al-Azm	Khaled el-Azm
Mulai Ahmed er Raisuni	Ahmed al-Raisuli
Mulai Ahmed er Raisuni	Ahmed Ben Muhamad Raisuli
David Wilshire	
Adelrich Gyr	
Janusz Zemke	
Vesna Girardi-Jurkić	
Wiesław Szczepański	
Fawzi Selu	
Tadeusz Tomaszewski	
Jean-Louis-Ernest Meissonier	E. Meissonier
Jean-Louis-Ernest Meissonier	E. Meissonnier
Jean-Louis-Ernest Meissonier	J. L. E. Meissonier
Jean-Louis-Ernest Meissonier	Jean Louis Ernest Meissonier
Jean-Louis-Ernest Meissonier	Jean Louis Ernest Meissonnier
Jean-Louis-Ernest Meissonier	Jean Louis Ernst Meissonier
Jean-Louis-Ernest Meissonier	Jean Louis Meissonier
Jean-Louis-Ernest Meissonier	Jean-Louis Ernest Meissonier
Jean-Louis-Ernest Meissonier	Jean-Louis-Ernst Meissonier
Jean-Louis-Ernest Meissonier	Louis Ernest Meissonnier
Jean-Louis-Ernest Meissonier	Mesonnier
Adolf von Tschabuschnig	Adolf von Tschabuschnigg
John Selden Roane	J. S. Roane
John Selden Roane	John S. Roane
Wojciech Pomajda	Wojciech Tadeusz Pomajda
Adolf von der Horst	
Adrien Arcand	
Chris Grayling	Christopher Grayling
Chris Grayling	Christopher Stephen Grayling
John Butterfill	Sir John Valentine Butterfill
Michel Aflaq	Michel Aflaq o Aflak
Adrien Maurice de Noailles	Adrien Maurice, 3e duc de Noailles
Edmund G. Ross	Edmund Gibson Ross
Ahmed bey Aghaoghlu	Ahmed Aghaoghlu
Mustafa al-Nahhas	Mostafa el-Nahhas Pasha
Mustafa al-Nahhas	Mustafà al-Nahhas bajá
Mustafa al-Nahhas	Mustafa Nahas
Mustafa Fahmi Pasha	Mostafa Fahmy Pasha
Adelheid Winking-Nikolay	
Adolf von Heppe	
Tissaphernes	
Ahmed bin Abdulaziz Al Saud	
Ahmed Zaki Yamani	
Lee Hu-rak	
Manuel Alberti	
Ante Jelavić	
Memduh Şevket Esendal	
Cesar Chavez	César Chávez
Cesar Chavez	Cesar Estrada Chavez
Cesar Chavez	César Estrada Chávez
Cesar Chavez	Cesario Estrada Chavez
Cesar Chavez	Césario Estrada Chávez
Adolf von Taube	
Tadeusz Iwiński	
Ahmed al-Senussi	
Ahmed El Maghrabi	
Ahmet Muhtar Mollaoğlu	
Toshiko Hamayotsu	Hamayotsu Toshiko
Toshiko Hamayotsu	Takahashi Toshiko
Toshiko Hamayotsu	Toshiko Takahashi
Adelino da Palma Carlos	
Ademir da Guia	
Adolf von Steiger	Alfred Armand Adolf von Steiger
Mariano Azuela	Mariano Azuela Gonzalez
Mariano Azuela	Mariano Azuela González
Ahmet Türk	Ahmet Turk
Waldemar Andzel	Waldemar Franciszek Andzel
Charles Du Cane	Sir Charles Du Cane
Adem Demaçi	
Adolf von Brüning	
Adolf von Plessen	
Mashaal Tammo	
Robert Franklin Bratton	
Ahoua Don Mello	ADM
Greg Mulholland	Gregory Thomas Mulholland
Richard Younger-Ross	Richard Alan Younger-Ross
Adrien Duport	Adrien Jean François Duport
Adrien Duport	Adrien Jean-François Duport
Adrien Duport	Adrien-Jean-François Duport
Mustafa Tlass	Mustafa Abdul Qadir Tlass
Mustafa Tlass	Muṣṭafá ʻAbd al-Qādir Ṭalās
Mustafa Tlass	Muṣṭafá Ṭalās
Ambrose Burnside	Ambrose Everett Burnside
Fukuzawa Yukichi	Yukichi Fukuzawa
Pasqual Maragall i Mira	Pasqual Maragall
Pasqual Maragall i Mira	Pasqual Maragall Mira
Henry Massey Rector	H. M. Rector
Henry Massey Rector	Henry M. Rector
Henry Massey Rector	Henry Massie Rector
Mohamed al-Achmar	Muhammad al-Ashmar
Dahir Rayale Kahin	Daahir Rayaale Kaahin
Dahir Rayale Kahin	Dahir Riyale Kahin
Ahti Karjalainen	Ahti Kalle Samuli Karjalainen
Ahmet Iyidirli	
Ahmet Şık	
Mustafa Khalil	
Luigi Torelli	
Oscar Torp	Oscar F. Torp
Oleg Betin	Oleg Ivanovich Betin
Marianne Streiff-Feller	Marianne Streiff
William J. Coombs	William Jerome Coombs
James Harlan	
Edward Stanley, 3rd Earl of Derby	Edward Stanley
Aeantides of Lampsacus	
Ahmet Salih Korur	
Ahmet Zeki Soydemir	
Henry Bristow	
Henry George	
Vera Baird	Dame Vera Baird
Vera Baird	Vera Thomas
José Gustavo Guerrero	Jose Gustavo Guerrero
William John Patterson	
Henry Knox	
John Brewer Brown	
Henry Page	
Winder Laird Henry	Winder Henry
Winder Laird Henry	Winder L. Henry
Edgar Savisaar	
Gustavo Capanema	
Kiichi Aichi	
Sultan al-Atrash	
Philip Sheridan	Philip Henry Sheridan
Amethu called Ahmose	
Mustafa Rugibani	
Lado Gurgenidze	
Adolf of Burgundy	
Adolf von Brand	
Adolph Pilgrim	
Béla Széchenyi	Bela Szechenyi
Béla Széchenyi	Béla Széchenyi von Sárvár-Felsővidék
Allan Shivers	Robert Allan Shivers
William C. Wallace	William Copeland Wallace
John Manners, 2nd Duke of Rutland	
Daniel Webster Jones	
Sadou Hayatou	
Chen Zhenggao	
Ahmet Hadžipašić	
George Howard, 9th Earl of Carlisle	George Howard
Nicholas Winterton	Sir Nicholas Raymond Winterton
Adolfo Bullrich	Adolfo Jorge Bullrich
Eduardo Dato	Eduardo Dato e Iradier
Eduardo Dato	Eduardo Dato Iradier
Nikolai Shvernik	Nikolai M. Shvernik
Nikolai Shvernik	Nikolai Mikhailovich Shvernik
Adrien de Lezay-Marnésia	Adrien de Lezay-Marnesia
Adrien de Lezay-Marnésia	Paul Lezay-Marnezia
Edmund H. Driggs	Edmund Driggs
Edmund H. Driggs	Edmund Hope Driggs
Francis H. Wilson	Francis Henry Wilson
James P. Maher	James Paul Maher
Simeon B. Chittenden	Simeon Baldwin Chittenden
Yoshisuke Aikawa	Yoshisuke Ayukawa
Louis Blanc	Louis Jean Joseph Charles Blanc
Miklós Németh	Miklos Nemeth
Lucius Pedanius Secundus	
Ahmet Derviş	
Ahmet Ferit Tek	
Levin Winder	
Stephen V. White	Stephen White
Powell Clayton	Powell Foulk Clayton
Sybrand van Haersma Buma	Sybrand Buma
Charles T. Dunwell	Charles Tappan Dunwell
George William Crump	George W. Crump
Zvi Brook	Girsh Bruk
Zvi Brook	Tzvi Bruk
Henry Howard, 22nd Earl of Arundel	Henry Frederick Howard
Tony Wright	Anthony Wright
George Howard, 9th Earl of Carlisle	George Carlisle
Thomas Coke, 1st Earl of Leicester	1st Earl of Leicester (fifth creation) Thomas Coke
Thomas Coke, 1st Earl of Leicester	1st Earl of Leicester Thomas Coke
Thomas Coke, 1st Earl of Leicester	Earl of Leicester Thomas Coke
Thomas Coke, 1st Earl of Leicester	Thomas Coke, Earl of Leicester
Thomas Coke, 1st Earl of Leicester	Thomas, 1st Earl of Leicester Coke
Shabdrung Ngawang Namgyal	Ngawang Namgyal
Tony Wright	Anthony Wayland Wright
José Vicente Cuadra	Jose Vicente Cuadra
José Vicente Cuadra	Vicente Cuadra
William Lemke	William Frederick Lemke
Philip Francis	Sir Philip Francis
Algernon Percy, 1st Earl of Beverley	Algernon Beverley
Algernon Percy, 1st Earl of Beverley	Algernon Lovaine
Algernon Percy, 1st Earl of Beverley	Algernon Percy, Baron Lovaine
Algernon Percy, 1st Earl of Beverley	Algernon Percy, Lord Lovaine
Algernon Percy, 1st Earl of Beverley	Algernon Smithson
George Howard, 9th Earl of Carlisle	George James Howard, 9th Earl of Carlisle
George Howard, 9th Earl of Carlisle	George James, 9th Earl of Carlisle Howard
Henry Howard, 22nd Earl of Arundel	Henry Howard, 15th Earl of Arundel
Jean-Charles Pichegru	Charles Pichegru
Adolfo Saldías	Adolfo Saldias
Otto G. Foelker	Otto Godfrey Foelker
Jeff Davis	
Jiang Daming	
Robert Bowie	
Yolanda Kakabadse	
Ahmet Fikri Tüzer	
Edward Martin	
John Lambert	
Alan Williams	Alan John Williams
Thol. Thirumavalavan	Thirumaavalavan, Thol
Thol. Thirumavalavan	Thol Thirumavalavan
Thol. Thirumavalavan	Tholkappiyan Thirumavalavan
Vicente González Lizondo	Vicente Gonzalez Lizondo
Joseph Locke	
Louis Blanc	Jean Joseph Louis Blanc
Bodil Skjånes Dugstad	
Horace Chilton	
Colin Marshall, Baron Marshall of Knightsbridge	Colin Marshall
Richard Glover	
Charles Howard, 3rd Earl of Carlisle	
Sidney Herbert, 1st Baron Herbert of Lea	Sidney Herbert
Stefan Radoslav of Serbia	Stefan Radoslav Nemanjic, King of Serbia
Calle Schlettwein	Carl-Hermann Gustav Schlettwein
Colin Marshall, Baron Marshall of Knightsbridge	Colin Marshall, Baron Marshall
Stephen V. White	Stephen Van Culen White
Stephen V. White	Stephen Van Cullen White
Antoine Raymond Jean-Gualbert Gabriel de Sartine	
Adrien Zeller	
Joshua Weldon Miles	
Colin Breed	Colin Edward Breed
