personLabel	aliasLabel
Basil Brooke, 1st Viscount Brookeborough	Sir Basil Stanlake Brooke
Desmond Plummer	Arthur Desmond Herne Plummer
Desmond Plummer	Arthur Desmond Herne Plummer, Baron Plummer
Desmond Plummer	Arthur Desmond Herne Plummer, Baron Plummer of St Marylebone
George Lyttelton, 1st Baron Lyttelton	George Lyttelton, Baron Lyttelton
David Carnegie, 11th Earl of Northesk	David Carnegie
Joseph Martin	
Francis Maude	Rt Hon Francis Maude
William Sidney, 1st Viscount De L'Isle	Viscount William Philip (Bill) De L'Isle
William Sidney, 1st Viscount De L'Isle	William Philip Sidney
William Sidney, 1st Viscount De L'Isle	William Philip Sidney, 1st Viscount De L'Isle
William Sidney, 1st Viscount De L'Isle	William Philip Sidney, 1st Viscount De L'Isle, V.C.
Alf Morris	Alfred Morris
Alf Morris	Alfred Morris, Baron Morris
Alf Morris	Alfred Morris, Baron Morris of Manchester
Gale W. McGee	Gale William McGee
Henry Bathurst, 8th Earl Bathurst	Henry Allen John Bathurst
Henry Bathurst, 8th Earl Bathurst	Henry Bathurst
Henry Bathurst, 8th Earl Bathurst	Lord Bathurst
John Hope, 4th Earl of Hopetoun	John Hope
Miles Fitzalan-Howard, 17th Duke of Norfolk	Hon. Miles Fitzalan-Howard
Miles Fitzalan-Howard, 17th Duke of Norfolk	Hon. Miles Francis Stapleton Fitzalan-Howard
Miles Fitzalan-Howard, 17th Duke of Norfolk	Miles Fitzalan-Howard
Miles Fitzalan-Howard, 17th Duke of Norfolk	Miles Francis Fitzalan-Howard
Miles Fitzalan-Howard, 17th Duke of Norfolk	Miles Francis Stapleton Fitzalan-Howard, 17th Duke of Norfolk
Miles Fitzalan-Howard, 17th Duke of Norfolk	Miles Francis Stapleton-Fitzalan-Howard, 17th Duke of Norfolk
Miles Fitzalan-Howard, 17th Duke of Norfolk	Miles Norfolk
Miles Fitzalan-Howard, 17th Duke of Norfolk	Miles Stapleton-Fitzalan-Howard, 17th Duke of Norfolk
Ron Davies	Ronald Davies
António de Spínola	Antonio de Spinola
George Lyttelton, 1st Baron Lyttelton	George Lyttelton, 1st Baron Lyttelton of Frankley
Gerald Wellesley, 7th Duke of Wellington	Lt.-Col. Gerald Wellesley
George Jessel	Rt. Hon. Sir George Jessel
George Jessel	Sir George Jessel
Peter Forster	Peter Robert Forster
Azem Vllasi	
Gideon Lee	
John Rankin Franklin	
Brian Rix	Baron Rix
David Carnegie, 11th Earl of Northesk	11th Earl of Northesk
David Carnegie, 11th Earl of Northesk	David Ludovic George Hopetoun Carnegie
David Carnegie, 11th Earl of Northesk	David, Earl of Northesk
Vindex	Gaius Iulius Vindex
Vindex	Gaius Julius Vindex
Ugyen Wangchuck	
James Hamilton, 6th Duke of Hamilton	James Hamilton
Sir James Graham, 2nd Baronet	James Graham
Sir James Graham, 2nd Baronet	James R. Graham
David Cholmondeley, 7th Marquess of Cholmondeley	David Malpas
Neelam Sanjiva Reddy	Neelam Sanjeeva Reddy
Adolf Schemel	
Bert Karlsson	Bert Willis Karlsson
Jovinus	Iovinus
Homer A. Holt	Homer Adams Holt
Homer A. Holt	Homer Holt
Alphonse Nothomb	
Marcus Munatius Sulla Urbanus	
David Hannay, Baron Hannay of Chiswick	Baron Hannay of Chiswick
David Hannay, Baron Hannay of Chiswick	D. H. A. Hannay
David Hannay, Baron Hannay of Chiswick	David H. A. Hannay
David Hannay, Baron Hannay of Chiswick	David Hugh Alexander Hannay
David Hannay, Baron Hannay of Chiswick	David Hugh Alexander Hannay, Baron Hannay of Chiswick
David Hannay, Baron Hannay of Chiswick	Lord Hannay of Chiswick
David Hannay, Baron Hannay of Chiswick	Sir David H. A. Hannay
Auguste-Réal Angers	Auguste-Real Angers
Matthew M. Neely	Matthew Mansfield Neely
Pier Luigi Farnese	Pietro Luigi Farnese
József Szakovics	Jozsef Szakovics
Cecil H. Underwood	Cecil Harland Underwood
Cecil H. Underwood	Cecil Underwood
Henrik Horn	
Adolf Röser	
Adolf Sabelko	
Adolf Schmalix	
Adolf Schrörs	
Gerald FitzGerald, 9th Earl of Kildare	Gearoid Og
Gerald FitzGerald, 9th Earl of Kildare	Gearóid Óg
Gerald FitzGerald, 9th Earl of Kildare	Young Gerald
Aulus Didius Gallus Fabricius Veiento	Fabricius Veiento
Sadao Araki	
Boris Nemtsov	Boris Nemcov
Boris Nemtsov	Boris Yefimovich Nemtsov
Fernando Guzmán Solórzano	Fernando Guzman Solorzano
David Hannay, Baron Hannay of Chiswick	David Hannay
Adolf Gottlob Scheef	
Adolf Scheidt	
Adolf Schröder	
Anton Bebler	
Adauto Puñales	
Clodius Pompeianus	
Ljudevit Gaj	
Gustav Adolf Schmidtsdorff	
Moon Dae-Sung	
Adolf Sabor	
Adolf Scheu	
Edwin L. Mechem	Edwin Leard Mechem
Edwin L. Mechem	Edwin Mechem
Thomas McKean Thompson McKennan	Thomas McKennan
William G. Conley	William Gustavus Conley
Alexey Smertin	Alexey Gennadyevich Smertin
Archibald Hamilton, 9th Duke of Hamilton	
William Grenfell, 1st Baron Desborough	
Adolf Trenckmann	
Adolf Vögel	
Jean-Marcel Jeanneney	
Stefano Boeri	
William Hamilton, 11th Duke of Hamilton	William Douglas
Arthur Guinness, 1st Baron Ardilaun	Arthur Edward Guinness
Arthur Guinness, 1st Baron Ardilaun	Arthur Edward Guinness, 1st and last Baron Ardilaun of Ashford
D'Arcy Osborne, 12th Duke of Leeds	D'Arcy Osborne
Ed Nijpels	Ed H.T. Nijpels
Ed Nijpels	Eduardus Hermannus Theresia Maria Nijpels
Robert Carr	Leonard Robert Carr
Robert Carr	Robert Carr, Baron Carr of Hadley
Gerald Strickland, 1st Baron Strickland	Gerald Strickland
Gerald Strickland, 1st Baron Strickland	Baron Strickland
George Montagu, 8th Duke of Manchester	George Manchester
Warren Hastings	Hastings
Douglas Hogg	Douglas Martin Hogg, 3rd Viscount Hailsham
Douglas Hogg	Douglas Martin Hogg, Baron Hailsham of Kettlethorpe
Hajim al-Hassani	Hajim Mahdi Saleh al-Hassani
Vladimir Shkolnik	Vladimir Sergeyevich Shkolnik
Jiří Dienstbier	Jiri Dienstbier
George Montagu, 8th Duke of Manchester	George Mandeville
Gwyneth Dunwoody	Gwyneth Patricia Dunwoody
Gwyneth Dunwoody	Gwyneth Patricia Phillips
Gwyneth Dunwoody	Hon. Gwyneth Patricia Phillips
Hardinge Giffard, 1st Earl of Halsbury	Hardinge Stanley Gifford, Lord Halsbury
Richard F. Kneip	Dick Kneip
Richard F. Kneip	Richard Francis Kneip
Gerald Strickland, 1st Baron Strickland	Gerald Bologna Strickland
Gerald Strickland, 1st Baron Strickland	Gerald Paul Joseph Cajetan Carmel Antony Martin Strickland
Gerald Strickland, 1st Baron Strickland	Lord Strickland
Gerald Strickland, 1st Baron Strickland	Sir Gerald Strickland
George Montagu, 8th Duke of Manchester	George Kimbolton
George Montagu, 8th Duke of Manchester	George Montagu, Lord Kimbolton
George Montagu, 8th Duke of Manchester	George Montagu, Viscount Mandeville
George Montagu, 8th Duke of Manchester	George Victor Drogo Montagu, 8th Duke of Manchester
George Montagu, 8th Duke of Manchester	George Victor Drogo Montagu, Lord Kimbolton
George Montagu, 8th Duke of Manchester	George Victor Drogo Montagu, Viscount Mandeville
William Hamilton, 11th Duke of Hamilton	William Alexander Anthony Archibald Douglas
John Peel	Sir William John Peel
John Taylor, Baron Kilclooney	John Taylor
Guido Gezelle	Guido Pieter Theodorus Josephus Gezelle
Eleanor Rathbone	Eleanor Florence Rathbone
Richard Brinsley Sheridan	Richard Brinsley Butler Sheridan
David Carnegie, 14th Earl of Northesk	David Carnegie
Addison White	
Adolf Schwarz	
Mustafa Yektaoğlu	
Ignaz Trebitsch-Lincoln	Ignatius Timothy Trebitsch-Lincoln
Prescott Bush	Prescott S. Bush
Prescott Bush	Prescott Sheldon Bush
Andrea Dandolo	Andrea Dandulo
Andrea Dandolo	Andrea, doge di Venezia Dandolo
Andrea Dandolo	Andrea, Doge of Venice Dandolo
Andrea Dandolo	Andreas Dandolo
Andrea Dandolo	Doge of Venice Andrea Dandolo
Roger Douglas	Roger Owen Dougas
Roger Douglas	Sir Roger Douglas
Roger Douglas	Sir Roger Owen Douglas
John Leeds Kerr	
Andrew Welsh	Andrew Paton Welsh
Adolf Süsterhenn	
Erik Valdemarsson	
A. C. Gibbs	
Adolf Stölzel	
Adolf Varrentrapp	
John McKeon	
Nirj Deva	Niranjan Joseph De Silva Deva Aditya
Nirj Deva	Thakur Artha Niranjan Joseph De Silva Deva Aditya
Emil Škoda	Emil Skoda
Iskandar of Johor	Al-Mutawakkil Alallah Sultan Iskandar Al-Haj ibni Almarhum Sultan Ismail
Johan Adolf Pengel	
Somerset Lowry-Corry, 2nd Earl Belmore	
George Vickers	
David Carnegie, 14th Earl of Northesk	14th Earl of Northesk
David Carnegie, 14th Earl of Northesk	David John MacRae Carnegie
David Carnegie, 14th Earl of Northesk	David Northesk
John Taylor, Baron Kilclooney	John D. Kilclooney
John Taylor, Baron Kilclooney	John David Taylor, Baron Kilclooney
John Taylor, Baron Kilclooney	Lord Kilclooney of Armagh
Yahya Khan	Agha Muhammad Yahya Khan
Yahya Khan	Agha Muhammad Yahya Khan Qizilbash
Yahya Khan	Yahya Khan Qizilbash
Marwan Barghouti	Marwan Hasib Ibrahim Barghouti
Anton Dreher	Antal Dreher
Anton Dreher	Anton Dreher senior
Aegidius	
Adolf Schuppel	
Arthur Guinness, 1st Baron Ardilaun	Arthur Guinness
Abdul-Karim Mousavi Ardebili	
Henry Brooke, Baron Brooke of Cumnor	
Adriana Peña	
Gaspard de Chabrol	Comte de Chabrol de Volvic Gilbert Joseph Gaspard
Gaspard de Chabrol	Gilbert Gaspard Chabrol
Gaspard de Chabrol	Gilbert Gaspard de Chabrol de Volvic
Gaspard de Chabrol	Gilbert Joseph Gaspard, Comte de Chabrol de Volvic
Gaspard de Chabrol	Gilbert-Joseph-Gaspard Chabrol
Winnie Ewing	Winifred Margaret Ewing
Abílo de Deus de Jesus Lima	
Christopher Addison, 1st Viscount Addison	
Phillip Whitehead	
John Evans, Baron Evans of Parkside	John Evans
Charles Gordon-Lennox, 10th Duke of Richmond	Charles Gordon-Lennox, 10th Duke of Richmond, 10th Duke of Lennox, 10th Duke of Aubigny, 5th Duke of Gordon
Charles Gordon-Lennox, 10th Duke of Richmond	Charles Gordon-Lennox, Earl of March and Kinrara
Charles Gordon-Lennox, 10th Duke of Richmond	Charles Gordon-Lennox, Lord Settrington
Charles Gordon-Lennox, 10th Duke of Richmond	Charles Henry Gordon-Lennox, 10th Duke of Richmond, 10th Duke of Lennox, 10th Duke of Aubigny, 5th Duke of Gordon
Charles Gordon-Lennox, 10th Duke of Richmond	Charles Henry Gordon-Lennox, Earl of March and Kinrara
Charles Gordon-Lennox, 10th Duke of Richmond	Charles Henry Gordon-Lennox, Lord Settrington
George Brown, Baron George-Brown	George Alfred Brown, Baron George-Brown
Alexandre Pétion	Alexander Petion
Alexandre Pétion	Alexandre Petion
Alexandre Pétion	Alexandre Sabès Pétion
Alexandre Pétion	Petion
Alexandre Pétion	Pétion
Dino Grandi	
Donald Smith, 1st Baron Strathcona and Mount Royal	Donald Alexander Smith
William Nelson, 1st Earl Nelson	Reverend William Nelson, 1st Earl Nelson of Trafalgar and of Merton
William Nelson, 1st Earl Nelson	William Nelson, 1st Earl Nelson of Trafalgar and of Merton
Michael Pilgrim	Bryan Michael Pilgrim
Charles Stanhope, 3rd Earl Stanhope	Charles Mahon
Guerra Junqueiro	Abilio Guerra Junqueiro
Guerra Junqueiro	Abílio Guerra Junqueiro
Guerra Junqueiro	Abilio Manuel Guerra Junqueiro
Guerra Junqueiro	Abílio Manuel Guerra Junqueiro
Yōsuke Matsuoka	Matsuoka Yōsuke
Yōsuke Matsuoka	Yosuke Matsuoka
Yōsuke Matsuoka	Yousuke Matsuoka
Stuart Blanch	Rt. Rev. and Rt. Hon. Dr. Stuart Yarworth Blanch, Baron Blanch
Stuart Blanch	Stuart Blanch, Baron Blanch
Stuart Blanch	Stuart Lord Blanch
Stuart Blanch	Stuart Y. Blanch
Stuart Blanch	Stuart Yarworth Blanch
Tom Hayden	Thomas Emmet Hayden
Tom Vilsack	Thomas James "Tom" Vilsack
Tom Vilsack	Thomas James Vilsack
Granville Leveson-Gower, 2nd Earl Granville	Granville George Leveson-Gower
Mohammad Sarwar	Chaudhry Mohammad Sarwar
Charles Russell, Baron Russell of Killowen	Charles Russell
George van Lalaing	
Cao Yu	
Liz Lynne	Elizabeth Lynne
Richard Haldane, 1st Viscount Haldane	R. B. Haldane
Richard Haldane, 1st Viscount Haldane	Richard Burdon Haldane
Richard Haldane, 1st Viscount Haldane	Richard Haldane
David Dudley Field II	David Dudley Field
Filippo Lombardi	Philippus Lombardi
Adela of Flanders	Adele
Adela of Flanders	Ala
Thomas Graves, 1st Baron Graves	Thomas Graves
Adela of Flanders	Edel
Donald Smith, 1st Baron Strathcona and Mount Royal	Lord Strathcona
Granville Leveson-Gower, 2nd Earl Granville	George Leveson-Gower Granville
Granville Leveson-Gower, 2nd Earl Granville	Lord Leveson
Jean-Baptiste Bethune	Jean-Baptiste Bethune Baron
Jean-Baptiste Bethune	Jean-Baptiste-Charles-François Béthune
Jean-Baptiste Bethune	Jean-Baptiste-Charles-François, Baron Bethune
Jean-Baptiste Bethune	Jean-Baptiste-Charles-François, Baron Béthune
Jean-Baptiste Bethune	Jean-Baptiste, Baron Bethune
Mary Warnock, Baroness Warnock	Helen Mary Wilson
Henri Christophe	Henri Ier d'Haïti
Henri Christophe	Roi d'Haïti
Ivan Čehok	
Luckner Cambronne	
Abu Inan Faris	Abū ʻInān Fāris ibn ʻAlī al-Marīnī
Abu Inan Faris	Abu Inan Faris al-Mutawakkil
Charles Russell, Baron Russell of Killowen	Charles Russell, Lord Russell of Killowen
Emma Nicholson	Baroness Nicholson of Winterbourne
Emma Nicholson	Emma Harriet Nicholson
Emma Nicholson	Emma Harriet Nicholson, Baroness Nicholson of Winterbourne
Emma Nicholson	Emma Nicholson, Baroness Nicholson of Winterbourne
Mary Warnock, Baroness Warnock	Baroness Warnock
Mary Warnock, Baroness Warnock	Helen Mary Warnock
Mary Warnock, Baroness Warnock	Helen Mary Warnock, Baroness Warnock
Mary Warnock, Baroness Warnock	Helen Mary Wilson, Baroness Warnock
Mary Warnock, Baroness Warnock	Mary Warnock
Richard MacDonnell	Richard Graves MacDonnell
Richard MacDonnell	Sir Richard Graves MacDonnell
Henry Fawcett	
Thomas Howard, 5th Duke of Norfolk	
Mahaveer Prasad	
George Brown, Baron George-Brown	George Brown
Adela of Flanders	Alaina
Adela of Flanders	Adelheid van Vlaanderen
Adela of Flanders	Athela
Farooq Leghari	Farooq Ahmad Khan Leghari
Gerard Lake, 1st Viscount Lake	Gerard Lake
Seyni Kountché	Seyni Kountche
Timothy Kirkhope	Timothy John Robert Kirkhope
Timothy Kirkhope	Timothy John Robert Kirkhope, Baron Kirkhope of Harrogate
Włodzimierz Tetmajer	Prezerwa Wlodzimierz Tetmajer
Włodzimierz Tetmajer	Valdemar Przerwa-Tetmayer
Włodzimierz Tetmajer	Valdemar Tetmayer
Włodzimierz Tetmajer	Vlodimierz Przerwa-Tetmayer
Włodzimierz Tetmajer	Vlodimierz Tetmayer
Włodzimierz Tetmajer	Wlodimierz Tetmayer
Włodzimierz Tetmajer	Włodzimierz Przerwa-Tetmajer
Włodzimierz Tetmajer	Wlodzimierz Tetmayer
Włodzimierz Tetmajer	Wlozimierz Przerwa-Tetmayer
Adolf Tegtmeier	
Grimoald the Elder	
Dezső Szilágyi	Dezsö Szilagyi
Ferenc Széchényi	Ferenc Szechenyi
Ferenc Széchényi	Graf Franz de Paula Johann Joseph Széchényi de Sárvár-Felsövidék
Jim Prentice	Peter Eric James Prentice
Jerry Apodaca	
Dezső Szilágyi	Desiderius Szilágyi
Georgy Beregovoy	Georgy Timofeyevich Beregovoy
Hugh S. Hersman	Hugh Steel Hersman
Marcus Lawrence Ward Sr.	Marcus Lawrence Ward
Nikola Zhekov	Nikola Todorov Zhekov
Sicco Mansholt	Sicco Leendert Mansholt
James Earl Rudder	Earl Rudder
James Earl Rudder	James E. Rudder
Wilson S. Bissell	Wilson Shannon Bissell
Wilson S. Bissell	Wilson Bissell
Daniel C. Roper	Daniel Calhoun Roper
Gustaf de Laval	Karl Gustaf Patrik de Laval
Vicky Hartzler	Vicky Jo Hartzler
Edmondo Rossoni	
Nikolaos Stratos	
John Latham	John Greig Latham
John Latham	Sir John Greig Latham
John Latham	Sir John Latham
Adolf Schmidt	
Adolf Sedlaczek	
John Taliaferro	
Jean-Baptiste Bethune	Baron Jean-Baptiste-Charles-François Béthune
Jean-Baptiste Bethune	Jean Baptiste Bethune
Jean-Baptiste Bethune	Jean Baptiste Charles François, Baron de Béthune
David F. Cargo	David Cargo
David F. Cargo	David Francis Cargo
Adolf Schütz	
Adolf Stengel	
Jean-Louis Tixier-Vignancour	
Andres Lipstok	
Adolf Schäfer	
Giuseppe Pasolini	
Adolf Stobbe	
Adolf Thormählen	
Adolf Tiller	
Inge the Elder	Inge I Stenkilsson
Adel Safar	
Alfred Knox	Maj.-Gen. Sir Alfred William Fortescue Knox
Alfred Knox	Sir Alfred William Fortescue Knox
Chung Il-kwon	Chŏng Il-gwŏn
Chung Il-kwon	Jeong Il-gwon
Chung Il-kwon	Nakajima Ikken
Cyril Garbett	Cyril Forster Garbett
Eric Lubbock, 4th Baron Avebury	Eric Lubbock
Eric Lubbock, 4th Baron Avebury	Eric Reginald Lubbock, 4th Baron Avebury
Sally Morgan, Baroness Morgan of Huyton	Baroness Morgan of Huyton
Adelbert Düringer	
William Cecil, 1st Baron Burghley	William Cecil
Yuan Shao	Yuen Shiu
Yuan Shao	Yuen Siu
David James George Hennessy	3rd Baron Windlesham and Baron Hennessy
David Borrow	David Stanley Borrow
David James George Hennessy	David Hennessy, 3rd Baron Windlesham
David James George Hennessy	David James George Hennessy Windlesham
John Laird, Baron Laird	John Dunn Laird, Baron Laird
John Ward, 1st Earl of Dudley	John William Ward, 1st and last Earl of Dudley of Dudley Castle
Swraj Paul, Baron Paul	Baron Paul
Swraj Paul, Baron Paul	Lord Paul Of Marylebone
Swraj Paul, Baron Paul	The Lord Paul
Sun Jian	Suen Kin
Sun Jian	Sun Jian(4)
Sun Jian	Sun Kin
George Lloyd, 1st Baron Lloyd	George Lloyd
Dong Zhuo	Dong Zhongying
Dong Zhuo	Tong Tcho
Dong Zhuo	Tung Cheuk
Dong Zhuo	Tung Chung-ying
Dong Zhuo	Tung Chuo
Alexander William Kinglake	A. W. Kinglake
Derry Irvine, Baron Irvine of Lairg	Alexander Andrew Mackay Irvine, Baron Irvine of Lairg
George Lloyd, 1st Baron Lloyd	George Ambrose Lloyd
Sir Robert Inglis, 2nd Baronet	Robert Inglis
Sir Robert Inglis, 2nd Baronet	Sir Robert Harry Inglis
Sir Robert Inglis, 2nd Baronet	Sir Robert Harry Inglis, 2nd Baronet
Sir Robert Inglis, 2nd Baronet	Sir Robert Inglis
Addison James	Addison Davis James
Dudley Marjoribanks, 1st Baron Tweedmouth	Dudley Coutts Marjoribanks
Gunnar Sträng	Gunnar Georg Emanuel Sträng
Michael Levy, Baron Levy	Michael Abraham Levy, Baron Levy
Paul Drayson, Baron Drayson	Paul Rudd Drayson, Baron Drayson
Peter Palumbo, Baron Palumbo	Peter Garth Palumbo, Baron Palumbo
Randolph Quirk	Professor Charles Randolph Quirk, Baron Quirk
Sima Yi	Sima Yi(2)
Sima Yi	Yi Sima
Samir Amin	
Ariarathes V of Cappadocia	
Chung Il-kwon	Ikken Tei
John Strachey	Evelyn John St Loe Strachey
John Strachey	John St Loe Strachey
Adalgis	Adelchis
Adalgis	Adelchis (?)
Garry Runciman, 3rd Viscount Runciman of Doxford	W. G. Runciman
Garry Runciman, 3rd Viscount Runciman of Doxford	Walter Garrison Runciman
Garry Runciman, 3rd Viscount Runciman of Doxford	Walter Garrison Runciman, 3rd Viscount Runciman of Doxford
John Lyon-Dalberg-Acton, 3rd Baron Acton	John Acton
John Lyon-Dalberg-Acton, 3rd Baron Acton	John Lyon-Dalberg-Acton
John Lyon-Dalberg-Acton, 3rd Baron Acton	Maj. John Emerick Henry Lyon-Dalberg-Acton
Millard Evelyn Tydings	Millard E. Tydings
Millard Evelyn Tydings	Millard Tydings
Abū Lahab	
Michael Carver, Baron Carver	Field Marshal Lord Carver
Addison T. Smith	Addison Taylor Smith
Inukai Tsuyoshi	Inukai Bokudō
William Cecil, 1st Baron Burghley	1st Baron Burghley William Cecil
William Cecil, 1st Baron Burghley	William Cecil, Baron Burghley
William Cecil, 1st Baron Burghley	William, 1st Baron Burghley Cecil
William Cecil, 1st Baron Burghley	William, Baron Burghley Cecil
Adalbert Friedrich Alexander Karl Wilhelm August von der Schulenburg	
Raymond Gravel	
Charles Falconer, Baron Falconer of Thoroton	Baron Falconer
Charles Falconer, Baron Falconer of Thoroton	Baron Falconer of Thoroton
Charles Falconer, Baron Falconer of Thoroton	Charles Falconer
Charles Falconer, Baron Falconer of Thoroton	Charles Leslie Falconer
Charles Falconer, Baron Falconer of Thoroton	Charles Leslie Falconer, Baron Falconer of Thoroton
Charles Falconer, Baron Falconer of Thoroton	Charlie Falconer
Charles Falconer, Baron Falconer of Thoroton	Lord Falconer
David Pannick, Baron Pannick	David Philip Pannick, Baron Pannick
William Tyrrell, 1st Baron Tyrrell	William George Tyrrell, 1st and last Baron Tyrrell of Avon
Louis Caldera	Louis E. Caldera
Louis Caldera	Louis Edward Caldera
Louis Caldera	Luís Eduardo Caldera
Thomas Herbert, 8th Earl of Pembroke	
Wacho	Waldchis
Wacho	Waccho
George Douglas, 1st Earl of Angus	George Douglas
Mikhail Alekseyev	Mikhail Vasilyevich Alekseyev
David James George Hennessy	David Hennessy
Thomas Grenville	Rt. Hon. Thomas Grenville
Tarsem King, Baron King of West Bromwich	
Spencer Compton, 2nd Earl of Northampton	
Sally Morgan, Baroness Morgan of Huyton	Sally Morgan
Addison G. Foster	Addison Gardner Foster
Helen Liddell, Baroness Liddell of Coatdyke	Baroness Liddell of Coatdyke
Helen Liddell, Baroness Liddell of Coatdyke	Helen Lawrie Liddell, Baroness Liddell of Coatdyke
Helen Liddell, Baroness Liddell of Coatdyke	Helen Liddell
Nathan Rothschild, 1st Baron Rothschild	Nathan Rothschild
Adolf Stricker	
Jean-Paul Proust	
Wu Xinxiong	
Curtis D. Wilbur	Curtis Dwight Wilbur
Adolf Spotka	
Adolf Steiger	
Prince Alexander of Kartli	Aleksandr Bakarovich Gruzinsky
Prince Alexander of Kartli	Aleksandr Gruzinsky
Prince Alexander of Kartli	Alexander of Georgia
Prince Alexander of Kartli	Alexander of Kartli
Prince Alexander of Kartli	Alexander, son of Bakar of Georgia
Hossam Ghaly	Hossam Mohamed El Sayed Metwalli Abdel Sattar Ghaly
Adolf Strewe	
Jacques Attali	Attali
Jacques Attali	Simon Ther
Giovanni Galli	
Adolf Strack	
Adolf Stark	
Adolf Stockleben	
Jacques Yerna	
James Noble Tyner	
Morten Bødskov	
Adriano Sofri	
Gijs de Vries	
Adelheid Ebner	
Adolf Weiland	
Adolf Wilhelm Henning	
Jeremy Thorpe	John Jeremy Thorpe
Jeremy Thorpe	Rt. Hon. John Jeremy Thorpe
Vaughan Lewis	Sir Vaughan Allen Lewis
Akihiro Ōta	
Philip Henry Stanhope, 4th Earl Stanhope	
Wilson Shannon	
John Lemoinne	John Émile Lemoinne
John Lemoinne	John Marguerite Émile Lemoinne
Hartley Shawcross	Baron Shawcross
Hartley Shawcross	Hartley William Shawcross
Hartley Shawcross	Lord Shawcross
Hartley Shawcross	Sir Hartley Shawcross
Hartley Shawcross	Sir Hartley William Shawcross
Spencer Cavendish, 8th Duke of Devonshire	Lord Hartington
Spencer Cavendish, 8th Duke of Devonshire	Marquis of Hartington
Spencer Cavendish, 8th Duke of Devonshire	Spencer Compton Cavendish
Arthur Peel	1st Viscount Peel
Arthur Peel	Arthur Peel, 1st Viscount Peel
Arthur Peel	Arthur Wellesley Peel
Arthur Peel	Arthur Wellesley Peel, 1st Viscount Peel
Francis Burdett	Sir Francis Burdett, 5th Bt
Jill Knight	Dame Joan Christabel Jill Christie, Baroness Knight of Collingtree
Jill Knight	Joan Christabel Meek
Jill Knight	Lady Knight of Collingtree
Philippe Joseph Henri Lemaire	Henri Lemaire
Philippe Joseph Henri Lemaire	Philippe-Joseph-Henri Lemaire
Davison Dalziel, 1st Baron Dalziel of Wooler	Davison Alexander Dalziel
Davison Dalziel, 1st Baron Dalziel of Wooler	Davison Alexander Dalziel, 1st and last Baron Dalziel of Wooler
Davison Dalziel, 1st Baron Dalziel of Wooler	Davison Dalziel
Davison Dalziel, 1st Baron Dalziel of Wooler	Sir Davison Dalziel, Bt
Jean François Paul de Gondi	cardinal de Retz Jean François Paul de Gondi
Jean François Paul de Gondi	Cardinal de Retz Jean François Paul de Gondi
Jean François Paul de Gondi	François Paul de Gondi
Jean François Paul de Gondi	Jean François Paul De Gondi
Jean François Paul de Gondi	Jean François Paul de Gondi de Retz
Jean François Paul de Gondi	Jean François Paul de Gondi De Retz
Jean François Paul de Gondi	Jean François Paul de Gondi, cardinal de Retz
Jean François Paul de Gondi	Jean François Paul de Gondi, Cardinal de Retz
Jean François Paul de Gondi	Jean-François-Paul Cardinal de Gondi de Retz
Jean François Paul de Gondi	Jean-François-Paul de Gondi
Jean François Paul de Gondi	Jean-François-Paul de Gondi, cardinal de Retz
Jean François Paul de Gondi	Paolo Gondi
Louis Étienne Arthur Dubreuil, vicomte de La Guéronnière	Arthur de La Gueronniere
Louis Étienne Arthur Dubreuil, vicomte de La Guéronnière	Arthur de La Guéronnière
Louis Étienne Arthur Dubreuil, vicomte de La Guéronnière	Louis Étienne Arthur Dubreuil Hélion, Vicomte de La Guéronnière
Prince Augustus Frederick, Duke of Sussex	Prince Augustus Frederick of the United Kingdom
Francis Burdett	Sir Francis Burdett, 5th Baronet
Dalmatius	Delmatius
Dalmatius	Flavius Dalmatius Caesar
Dalmatius	Flavius Delmatius Caesar
Cédric Villani	
Charles Manners-Sutton, 1st Viscount Canterbury	
Adolf Welti	
Giovanni Cavalli	
John Wilson	
Hans Rebane	
Adela of Hamaland	Adela of Elten
Adelardo López de Ayala y Herrera	Adelardo Lopez de Ayala y Herrera
David d'Angers	pierre jean david d'angers
David d'Angers	Pierre Jean David d'Angers
David d'Angers	Pierre Jean David D'Angers
David d'Angers	Pierre-Jean David
David d'Angers	Pierre-Jean David d'Angers
David d'Angers	Pierre-Jean David D'Angers
Roger North	
Adelheid D. Tröscher	
Arnoldo Martínez Verdugo	Arnoldo Martinez Verdugo
Charles L. Robinson	Charles Lawrence Robinson
John Baird, 1st Viscount Stonehaven	
Adolf Eduard Wommelsdorff	
Samuel Medary	
Jacky Morael	
Adelbert Ames	
Diana Elles, Baroness Elles	Baroness Elles
Diana Elles, Baroness Elles	Diana Elles
Henry Enfield Roscoe	Henry Roscoe
Henry Enfield Roscoe	Sir Henry Enfield Roscoe
Henry Enfield Roscoe	Sir Henry Roscoe
Kara Mustafa Pasha	Merzifonlu Kara Mustafa Paşa
Kara Mustafa Pasha	Paşa Kara Mustafa
Patrick Mayhew, Baron Mayhew of Twysden	Patrick Barnabas Burke Mayhew
Patrick Mayhew, Baron Mayhew of Twysden	Patrick Mayhew
Thrasybulus	Thrasiboulos
Thrasybulus	Thrasybulus of Athens
Michael Thomas Bass	
Spencer Cavendish, 8th Duke of Devonshire	Duke of Devonshire
Isidoro La Lumia	
Spencer Cavendish, 8th Duke of Devonshire	Spencer Compton Cavendish, 8th Duke of Devonshire
Ahmet Kutsi Tecer	
